phage,host
MK450436,NZ_CABEIC010000001.1
MH536818,NZ_CABEIC010000001.1
NC_021319,NZ_AOLS01000062
MH399773,NZ_LN831039.1
KM408320,NZ_LN831039.1
NC_019528,NZ_CP021654.1
NC_019917,NZ_MUTR01000001.1
MH669017,NZ_LN831039.1
MH669016,NZ_MIGA01000001
MH669015,NZ_CABEIC010000001.1
MH669014,NZ_LN831039.1
MH669013,NZ_CABEIC010000001.1
MH669012,NZ_LN831039.1
MH669011,NZ_LN831039.1
MH669010,NZ_LN831039.1
JF704113,NZ_LN831039.1
JF704112,NZ_LN831039.1
JF704111,NZ_LN831039.1
JF704110,NZ_LN831039.1
JF704117,NZ_LN831039.1
JF704116,NZ_LN831039.1
JF704115,NZ_LN831039.1
JF704114,NZ_LN831039.1
GU247134,NZ_LN831039.1
NC_020843,NZ_LK391965
MF140398,NZ_LN831039.1
NC_020849,NVTK01000009
MF140399,NZ_LN831039.1
GU247133,NZ_LN831039.1
KJ194580,NZ_LN831039.1
NC_004348,CP030026
KJ194583,NZ_LN831039.1
KJ194584,NZ_LN831039.1
NC_023500,NZ_CP023560
MH834608,QLNP01000098
MH834609,QLNP01000098
NC_008799,NZ_CP023560
MH834607,QLNP01000098
MH834604,CP019892
MH834605,QLNP01000098
MH834600,NZ_LN831039.1
KX670813,NZ_LN831039.1
NC_019526,NZ_JH603143.1
MF668269,NZ_LN831039.1
MF668268,NZ_LN831039.1
MF668267,NZ_LN831039.1
MF668266,LC361338
NC_011344,NZ_CP023560
KT372003,NZ_LN831039.1
KT372002,NC_012490.1
NC_002666,NZ_PKRZ01000001.1
KU234099,NZ_LN831039.1
NC_019527,NZ_CP021654.1
JF937092,NZ_LN831039.1
MG198783,NZ_CABEIC010000001.1
MG812494,NZ_LN831039.1
MG812495,NZ_LN831039.1
MG812496,NZ_CABEIC010000001.1
MG812491,NZ_LN831039.1
MG812492,NZ_LN831039.1
MG812493,NZ_LN831039.1
MH536812,NZ_CABEIC010000001.1
JF937093,NZ_LN831039.1
MH001460,NZ_CM001889
JN204348,NZ_LN831039.1
NC_028812,NC_010554.1
KT365402,NZ_LN831039.1
MH479919,NZ_LN831039.1
MH479918,NZ_LN831039.1
KT365399,NZ_LN831039.1
KT365398,NZ_LN831039.1
NC_021861,NZ_PKRZ01000001.1
MH479911,NZ_LN831039.1
MH479910,NZ_CABEIC010000001.1
MH479913,NZ_CABEIC010000001.1
MH479915,NZ_CABEIC010000001.1
MH479914,NZ_LN831039.1
MH479917,NZ_CABEIC010000001.1
MH479916,NZ_LN831039.1
NC_029000,NC_011071.1
NC_020197,NZ_CP035306.1
NC_011019,NZ_LN831039.1
NC_024355,NZ_CP035288.1
KX683423,NZ_LN831039.1
KX683428,NZ_LN831039.1
NC_020204,NZ_UWXU01000001
JF937091,NZ_LN831039.1
NC_005294,NZ_FEBQ01000001.1
NC_030698,NZ_CABEIC010000001.1
NC_030696,NZ_CABEIC010000001.1
NC_030695,NZ_CABEIC010000001.1
NC_030694,NZ_CABEIC010000001.1
KT599441,NZ_LN831039.1
NC_019523,NC_008261.1
MK392367,NZ_LN831039.1
KT281793,NZ_LN831039.1
NC_022767,NZ_NUFU01000011.1
NC_029066,PEKX01000007
NC_029067,NZ_LK391965
MH825697,NZ_LN831039.1
NC_029119,NZ_CP035288.1
NC_029060,RXKE01000007
NC_029061,CP019236
MH825699,NZ_MIGA01000001
MH825698,NZ_LT629770
MG944217,NZ_LN831039.1
KX831080,NZ_LN831039.1
NC_024206,NC_008530.1
NC_023552,NZ_LN831039.1
MK112541,NZ_LN831039.1
MK112540,NZ_LN831039.1
MK112543,NZ_LN831039.1
MK112542,NZ_LN831039.1
KY434670,LC361338
MK112544,NZ_LN831039.1
MK112547,NZ_CABEIC010000001.1
MK112546,NZ_LN831039.1
MH338236,NZ_LN831039.1
MH338237,NZ_LN831039.1
MH338234,NZ_LN831039.1
MH338235,NZ_LN831039.1
KX636165,NZ_LN831039.1
MK279909,NZ_LN831039.1
MK279908,NZ_LN831039.1
KX576639,NZ_LN831039.1
NC_023720,NZ_LN831039.1
MK279903,NZ_LN831039.1
MK279902,NZ_LN831039.1
MK279901,LC361338
NC_023553,NZ_LN831039.1
MK279907,LC361338
MK279906,NZ_CABEIC010000001.1
MK279905,NZ_LN831039.1
MK279904,NZ_LN831039.1
MH976508,NZ_CABEIC010000001.1
NC_024212,NZ_KZ846072.1
NC_022914,NZ_LR134089.1
MH976506,NZ_CABEIC010000001.1
MH976507,NZ_CABEIC010000001.1
NC_010342,NZ_FODB01000122.1
NC_030904,NZ_KV917375.1
JN699625,NZ_LN831039.1
NC_022774,NZ_NUFU01000011.1
MH316570,NZ_LN831039.1
NC_022770,NZ_NUFU01000011.1
NC_024214,NZ_PKRZ01000001.1
NC_004746,NZ_PKRZ01000001.1
NC_024215,NZ_PKRZ01000001.1
MK279846,NZ_LN831039.1
MK279847,LC361338
MK279845,LC361338
MK279842,NZ_LN831039.1
MK279843,NZ_LN831039.1
MK279840,NZ_LN831039.1
MK284520,NZ_CABEIC010000001.1
NC_004745,NC_017168.1
MK279848,NZ_CP022580.1
MK279849,NZ_LN831039.1
MK392366,NZ_OCQN01000001
NC_028767,NZ_CP019687.1
NC_013650,NZ_LN831039.1
NC_023561,NZ_MWMD01000001.1
KX585253,NZ_LN831039.1
KY204251,NZ_LN831039.1
KY204250,NZ_LN831039.1
MH513981,CP019892
MH513980,NZ_LN831039.1
MH513983,NZ_LN831039.1
MH513982,CP019892
MH513985,NZ_LN831039.1
MH513984,NZ_LN831039.1
NC_020159,NZ_FOYN01000001
NC_028906,NZ_LN831039.1
MH727555,NZ_LN831039.1
NC_028907,NZ_LN831039.1
NC_018284,NZ_CP035288.1
NC_018285,CP020451
NC_018283,NZ_MUTR01000001.1
NC_018280,NZ_CP012023.1
NC_018281,NZ_CP035288.1
NC_028905,NZ_CP019870.1
MF141540,NZ_LN831039.1
KR053198,NZ_BAOP01000115.1
KR053195,NZ_BAOP01000115.1
KR053197,NZ_CP022580.1
NC_023727,NZ_LN831039.1
NC_014459,NZ_LN831039.1
NC_014458,NZ_LN831039.1
MH727554,NZ_LN831039.1
JF792674,NZ_LN831039.1
KJ194579,NZ_LN831039.1
KJ944841,NZ_LN831039.1
NC_019446,NZ_KN046823
NC_009604,NZ_MUTR01000001.1
NC_008363,NZ_PKRZ01000001.1
NC_008364,NZ_PKRZ01000001.1
NC_014636,NZ_CP021654.1
NC_014635,NZ_CP021654.1
MH910038,NZ_LN831039.1
MH153799,CP019892
NC_019549,CP004005
MG198776,CP004353
NC_026586,HG530068
NC_026587,HG530068
NC_024071,NC_014574
NC_019398,NZ_CP027107.1
MG198778,CP004353
NC_022096,HG530068
MK450421,NZ_JYBE02000001.1
MK450426,NZ_JYBE02000001.1
NC_024381,HG530068
NC_024382,NC_023543
NC_005045,HG530068
NC_027352,NZ_CP053931.1
NC_028836,HG530068
NC_027357,NC_006085.1
NC_027354,NC_006085.1
NC_027988,CP011132
NC_019541,NZ_CP015121.1
MK460248,NZ_JYBE02000001.1
NC_021340,CP006884
NC_004084,CP001932
NC_020855,NC_005042.1
NC_020857,NC_005042.1
NC_022094,NC_007530.2
NC_009552,CP002293
MH271317,CP004353
MF541406,NZ_CP029197.1
NC_021071,NC_005042.1
MH834610,CP014518
KY365739,NZ_JYBE02000001.1
NC_023558,NC_013282.2
MK433260,NZ_JYBE02000001.1
NC_031121,NZ_CP011007.1
NC_031932,NZ_CP008880.1
NC_023551,CP013614
NC_031280,NZ_CP015121.1
NC_012742,NZ_CP058243.1
NC_018087,NZ_CP015121.1
NC_028657,HG530068
NC_028655,NZ_CWGL01000001.1
NC_028652,HG530068
MH576964,NZ_JYBE02000001.1
MH576965,NZ_JYBE02000001.1
MH576968,NZ_JYBE02000001.1
NC_007461,NZ_CP018296.1
NC_031056,NZ_CP053931.1
NC_031054,NZ_CP011007.1
NC_031055,NZ_CP053931.1
NC_018264,CP003184
NC_015466,NZ_CP027407.1
NC_021856,NZ_CP011007.1
NC_017865,HG530068
NC_017864,HG530068
NC_016569,NC_018681.1
NC_027388,HG530068
NC_021540,NZ_AP014524.1
NC_027385,NC_006085.1
NC_027384,HG530068
NC_027386,NC_006085.1
NC_027400,NC_006085.1
NC_016563,NZ_CP053931.1
NC_027401,NC_006085.1
NC_025822,NZ_CP042449.1
KY092479,NZ_CP029197.1
NC_006565,NZ_CP030105.1
NC_013597,NZ_CP012958.1
NC_015721,NC_005363.1
NC_007217,CP006884
NC_009643,NZ_PKKP01000001.1
NC_018863,NZ_CP053931.1
NC_018860,NZ_CP053931.1
NC_013599,NC_004556.1
NC_001396,NZ_CP058243.1
NC_019507,CP012196
NC_019502,NZ_CP011007.1
NC_023744,NZ_LN831039.1
NC_010355,NZ_VISK01000013.1
NC_019509,NZ_CP027107.1
NC_001902,AE000666
NC_031274,HG530068
NC_010179,NZ_CP029614.1
NC_023734,CM003594
NC_016163,NZ_CWGL01000001.1
NC_016162,NZ_AP014524.1
NC_016165,NZ_QKZO01000001.1
NC_028976,NZ_JYBE02000001.1
NC_028974,NZ_JYBE02000001.1
NC_025457,NZ_CP015121.1
NC_007734,NC_007530.2
NC_028879,HG530068
NC_023566,NZ_KB890221.1
MF347636,NZ_JYBE02000001.1
MF347637,NZ_JYBE02000001.1
NC_025424,NZ_CP011007.1
NC_031084,NC_006085.1
NC_031086,NZ_CP015121.1
NC_005887,NZ_CP045235.1
NC_005884,HG530068
NC_023599,NZ_CP011007.1
NC_011613,HG530068
NC_021338,NZ_LN831039.1
NC_011611,HG530068
NC_023590,NZ_CP015121.1
NC_023591,NZ_CP014955.1
NC_002643,NC_005363.1
NC_031904,NZ_CP008880.1
NC_031905,NZ_CP008880.1
NC_029011,CP001404
MF358542,NZ_JYBE02000001.1
NC_023841,KP691602
NC_001418,HG530068
NC_019935,HG530068
NC_027355,NZ_CP053931.1
NC_011810,HG530068
MH976516,CP004353
NC_022761,NZ_CP011007.1
NC_022763,NZ_CP011007.1
NC_022769,NZ_CP011007.1
KY092483,NZ_CP029197.1
KY092482,NZ_CP029197.1
KY092481,NZ_CP029197.1
KY092480,NZ_CP029197.1
NC_028755,CP011132
NC_020864,GG663735
NC_020860,CP002453
NC_020863,NZ_CP009977.1
NC_007814,NC_007530.2
NC_007810,HG530068
NC_011107,HG530068
NC_031016,NZ_LXWL01000001.1
NC_021792,NZ_CP009976.1
NC_031015,NZ_CP011007.1
NC_031012,NZ_CP011007.1
NC_021797,NZ_CP009976.1
NC_021798,NZ_CP009976.1
NC_021799,NZ_CP009976.1
NC_022342,NC_006085.1
NC_022340,NC_006085.1
NC_022341,NC_006085.1
KR337648,NC_006085.1
KR337649,NC_006085.1
KT895281,CP014475
KR337643,NC_006085.1
KR337646,NC_006085.1
KR337647,NC_006085.1
KR337644,NC_006085.1
KR337645,NC_006085.1
KU189325,NZ_JYBE02000001.1
NC_010325,HG530068
MF197383,CP004353
NC_010326,HG530068
NC_028987,NZ_CP015121.1
NC_015294,HG530068
NC_029692,NC_001637
NC_028982,NZ_CP053931.1
NC_028983,NZ_CP053931.1
NC_028980,HG530068
NC_004306,NZ_AP014524.1
NC_018452,NZ_CP045235.1
NC_011048,NZ_CP011007.1
NC_007497,NZ_CP045235.1
NC_021562,NZ_AP014524.1
NC_021560,NZ_SGOE01000001.1
NC_001942,NZ_LR215047.1
NC_024123,HG530068
KU530220,NZ_JYBE02000001.1
NC_021800,NZ_CP009976.1
MH229864,NZ_JYBE02000001.1
MH229865,NZ_JYBE02000001.1
MH229862,NZ_JYBE02000001.1
MH229863,NZ_JYBE02000001.1
NC_021806,NZ_CP009976.1
NC_029097,NZ_QKZO01000001.1
NC_021790,NZ_CP009976.1
NC_022986,HG530068
NC_024149,NZ_LXWL01000001.1
NC_028933,HG530068
NC_005354,NZ_CP029614.1
NC_005355,NZ_CP029614.1
MF919505,NC_006085.1
NC_014789,KC990831
NC_027622,NC_006085.1
NC_027623,NC_006085.1
NC_027620,NC_006085.1
NC_027621,NC_006085.1
NC_027626,NC_006085.1
NC_027627,NC_006085.1
NC_027624,NC_006085.1
NC_027625,NC_006085.1
NC_021794,NZ_CP009976.1
NC_027628,NC_006085.1
NC_027629,NC_006085.1
NC_024782,HG530068
NC_024367,NC_009952.1
NC_014229,NC_003155.5
NC_024369,NZ_AP014524.1
NC_009816,NZ_LOQW01000006.1
MH926057,CP004353
MH926056,CP004353
NC_009818,HG530068
MG925353,CP014475
NC_028919,HG530068
NC_027997,CP012196
NC_029002,NZ_CP046058.1
NC_029005,NC_003155.5
NC_028809,HG530068
NC_027367,NC_006085.1
NC_027362,NC_006085.1
NC_027361,NC_006085.1
NC_004736,NZ_AP014524.1
NC_022337,NC_006085.1
NC_022336,NC_006085.1
NC_022335,NC_006085.1
NC_022334,NC_006085.1
NC_030909,NZ_CP015121.1
NC_030908,HG530068
NC_037667,NC_001637
NC_022338,NC_006085.1
MH155869,FN554889
NC_031119,NC_006085.1
NC_031117,NZ_CP015121.1
NC_031116,NZ_CP011007.1
NC_003793,NZ_CP013197.1
MG920059,CP014475
NC_031938,NZ_CP008880.1
MK433268,NZ_JYBE02000001.1
MK433269,NZ_JYBE02000001.1
MF541404,NZ_JYBE02000001.1
NC_004820,NZ_CP053931.1
NC_031931,NZ_CP008880.1
MH047633,CP014475
MH047632,CP014475
NC_012757,NZ_AP014524.1
NC_022751,NZ_AP018203.1
NC_021793,NZ_CP009976.1
NC_028663,NC_005042.1
NC_013692,HG530068
NC_028667,HG530068
NC_028702,NZ_LCZH01000038.1
MK433278,NZ_JYBE02000001.1
NC_021529,NZ_CP009977.1
NC_013691,HG530068
NC_015157,NZ_AP014524.1
NC_020835,NC_005042.1
NC_015159,NZ_AP014524.1
NC_015158,NZ_AP014524.1
NC_013756,NC_001637
NC_031945,NZ_CP008880.1
NC_031065,CP012598
NC_031063,HG530068
NC_017974,NZ_CP027107.1
NC_017976,NZ_CP053931.1
NC_017971,NC_021505.1
MH590589,NZ_JYBE02000001.1
NC_004735,NC_013501.1
NC_017972,NC_021505.1
NC_004827,NZ_CP012958.1
NC_027397,NZ_AP014524.1
NC_021322,CP006884
NC_027393,NZ_AP014524.1
NC_004821,NZ_CP053931.1
NC_027391,NC_006085.1
MG198777,CP004353
MH178381,NZ_JYBE02000001.1
NC_000852,HQ914635
NC_005258,NZ_CP011007.1
MH178382,NZ_JYBE02000001.1
NC_015290,NC_005042.1
NC_018857,NZ_CP053931.1
NC_018856,NZ_CP053931.1
NC_018853,NC_003155.5
NC_018852,NC_006085.1
NC_018851,NC_006085.1
NC_009447,NZ_CP045235.1
NC_025431,NZ_CP033334.1
MG518520,NZ_JYBE02000001.1
NC_007024,NZ_CP058243.1
NC_018454,NZ_CP027107.1
NC_031245,NZ_CP011007.1
NC_028848,NZ_CP015121.1
NC_017984,NZ_CP015121.1
NC_029046,CP003563
NC_002484,HG530068
NC_024137,NZ_CP053931.1
MF919533,NC_006085.1
NC_020083,CP013913
NC_028967,NC_006085.1
NC_028684,NZ_CP015121.1
NC_023576,NC_013716.1
NC_023570,NZ_CP015121.1
NC_019402,NZ_CP027107.1
NC_019400,NZ_CP027107.1
NC_031098,NZ_CP015121.1
NC_031096,NZ_CP009125.1
NC_031091,HG530068
NC_022974,HG530068
NC_022971,HG530068
NC_022970,HG530068
MK305888,NZ_CP029197.1
NC_016659,NC_005042.1
NC_019927,NZ_CP027107.1
NC_016657,NC_005042.1
NC_029032,NZ_AP018203.1
NC_004996,NZ_MUYO01000001.1
NC_001628,HG530068
NC_003313,NZ_AP014524.1
NC_008717,HG530068
NC_007808,HG530068
NC_007809,HG530068
NC_020878,NC_005042.1
NC_019525,NC_005363.1
NC_020874,NC_005042.1
NC_028748,NZ_CP011007.1
NC_007805,HG530068
NC_007806,HG530068
NC_007807,HG530068
NC_031027,NZ_CP011007.1
NC_031024,NZ_CP011007.1
NC_029024,NZ_CP053931.1
NC_030940,HG530068
NC_030947,NC_004557.1
NC_004462,NC_006461.1
NC_022091,HG530068
NC_009543,NZ_CP007810.1
NC_009542,NZ_NKWY01000001.1
NC_009541,NC_006085.1
NC_011523,NC_007530.2
KR337654,NC_006085.1
KR337651,NC_006085.1
KR337650,NC_006085.1
KR337653,NC_006085.1
KR337652,NC_006085.1
NC_027118,NZ_AP014524.1
NC_027292,NC_021505.1
NC_004902,NZ_CP007810.1
NC_027296,NZ_QLMF01000001.1
NC_027295,NC_006085.1
NC_027294,NC_006085.1
NC_019813,HG530068
NC_015453,NC_006085.1
NC_015454,NC_006085.1
NC_027373,NC_006085.1
NC_001956,NZ_AP014524.1
NC_007346,NC_007288
NC_006945,NZ_CP011007.1
NC_029081,NZ_CP009125.1
NC_029083,HG530068
NC_028887,NZ_CP011007.1
NC_028886,NZ_CP011007.1
NC_028885,HG530068
NC_021802,NZ_CP009976.1
NC_029078,NC_015601.1
NC_021803,NZ_CP009976.1
MG812488,CP014475
KT186228,NZ_CP029197.1
KT186229,NZ_CP029197.1
NC_006548,HG530068
NC_021805,NZ_CP009976.1
NC_029047,CM003594
NC_023007,NC_007530.2
MF919491,NC_006085.1
NC_009803,NC_006461.1
NC_001884,NZ_CP011007.1
NC_005069,NZ_CWGL01000001.1
NC_004165,NZ_CP011007.1
NC_027370,NC_006085.1
NC_027371,NC_006085.1
NC_001365,NZ_CP013197.1
NC_014649,NC_001637
NC_028817,HG530068
NC_028818,NZ_JYBE02000001.1
NC_023717,NZ_CP027107.1
MH536811,NZ_JYBE02000001.1
NC_028955,NC_005042.1
NC_028954,NZ_QKZO01000001.1
MH536815,NZ_JYBE02000001.1
NC_030910,HG530068
NC_021789,NZ_CP009976.1
NC_030918,HG530068
MH155872,FN554889
MH155877,FN554889
MH155878,FN554889
NC_009936,HG530068
MK112550,NZ_JYBE02000001.1
NC_009935,HG530068
NC_031100,NZ_CP011007.1
MK433271,NZ_JYBE02000001.1
NC_019918,HG530068
MK433276,NZ_JYBE02000001.1
NC_029101,HG530068
NC_027389,NC_006085.1
NC_019913,HG530068
NC_019912,NZ_CP011007.1
NC_016762,HG530068
NC_031921,NZ_CP008880.1
NC_002531,JN632628
NC_022746,HG530068
NC_022747,NZ_AP014524.1
NC_022744,FP236843
MF541408,NZ_JYBE02000001.1
NC_024140,HG530068
NC_028672,NZ_CP027107.1
NC_006294,NZ_AP014524.1
NC_028770,HG530068
NC_028773,NZ_CP027107.1
NC_021337,NZ_CP015121.1
NC_021531,NZ_CP027107.1
NC_012697,CP000031
NC_031078,NZ_JYBE02000001.1
NC_006883,NC_005042.1
NC_004333,NZ_CP045235.1
NC_006552,HG530068
MH590599,NZ_JYBE02000001.1
NC_024785,NZ_CP015121.1
MH590597,NZ_JYBE02000001.1
NC_000867,NZ_CP023464.1
NC_018840,NC_006085.1
NC_018841,NC_006085.1
NC_018842,NC_006085.1
NC_010945,NC_009785.1
NC_018845,NC_006085.1
NC_018847,NC_006085.1
NC_018848,NZ_CP029197.1
NC_018849,NC_006085.1
NC_025428,CP000031
MF347639,NZ_JYBE02000001.1
NC_025423,NZ_CP053931.1
MG663582,NZ_JYBE02000001.1
MG663583,NZ_JYBE02000001.1
MG663584,NZ_JYBE02000001.1
MG663585,NZ_JYBE02000001.1
MG663586,NZ_JYBE02000001.1
NC_011421,NZ_CP011007.1
MH651172,NZ_JYBE02000001.1
NC_029025,NZ_CP013911.1
KX507344,NZ_CP029197.1
KX507343,NZ_JYBE02000001.1
NC_019919,NZ_CWGL01000001.1
MG925338,CP014475
NC_028855,AP014630
KT184390,NZ_JYBE02000001.1
KT184391,NZ_CP029197.1
NC_028850,NZ_CWGL01000001.1
NC_027332,NZ_CP015121.1
NC_027333,NC_006085.1
MF919522,NC_006085.1
NC_011373,HG530068
MF467949,NZ_JYBE02000001.1
MF467948,NZ_JYBE02000001.1
KR347355,NC_006085.1
KR347354,NC_006085.1
KR347353,NC_006085.1
NC_028694,NC_006085.1
NC_019414,NZ_JAANOB010000217.1
NC_026599,HG530068
NC_026594,HG530068
NC_031926,NZ_CP008880.1
MF975638,NZ_JYBE02000001.1
NC_028789,NZ_CP053931.1
MK305891,NZ_JYBE02000001.1
MK305890,FN554889
MF975637,FN554889
NC_016765,HG530068
MK450431,NZ_JYBE02000001.1
NC_021316,NZ_CP015121.1
NC_021312,KC900889
NC_022966,HG530068
NC_022967,HG530068
NC_021318,NZ_LN831039.1
NC_028829,NZ_CP042449.1
NC_027348,NZ_LCZH01000038.1
NC_009799,CP004046
NC_029022,NC_004557.1
NC_028820,NZ_CWGL01000001.1
NC_019916,NZ_CP030105.1
NC_027345,HG530068
NC_028827,NZ_CP029197.1
NC_027346,NC_006085.1
NC_030929,HG530068
NC_003085,NC_008095.1
NC_030923,NC_021505.1
NC_020842,CP002453
NC_020841,CM003594
NC_020840,KU167097
NC_020847,NC_005042.1
NC_020845,NC_005042.1
MH155880,FN554889
NC_013021,NC_005042.1
NC_031039,NZ_CP011007.1
NC_031034,NZ_CP011007.1
NC_031037,NZ_CP011007.1
NC_021559,NC_005042.1
NC_012418,HG530068
NC_030951,NC_004557.1
KU958700,NZ_CP029197.1
NC_016658,NC_005042.1
NC_029118,NZ_LXWL01000001.1
NC_028675,NZ_CP015121.1
NC_021556,NZ_LN831039.1
NC_018838,NC_006085.1
NC_031049,NZ_CP011007.1
NC_020998,CP006884
NC_020489,NZ_QKZO01000001.1
NC_024697,NC_012898
NC_025462,NZ_CP015121.1
NC_003327,NZ_AP014524.1
NC_018277,NC_022737.1
NC_018274,HG530068
NC_018272,CP001397
NC_018271,CP001397
NC_026242,KT970065
NC_021864,CP001751
NC_023583,HG530068
NC_028890,NZ_CP011007.1
NC_028892,NZ_JYBE02000001.1
NC_028895,NZ_AP014524.1
NC_028679,NZ_CP015121.1
KT124228,NZ_CP029197.1
KT124229,NZ_JYBE02000001.1
KT152029,NZ_JYBE02000001.1
NC_028799,NZ_AP014524.1
NC_005178,HG530068
NC_013600,NZ_LN854557.1
NC_020201,NZ_CP009125.1
KT124227,NZ_JYBE02000001.1
NC_019515,NZ_CP053931.1
NC_029006,NC_004557.1
NC_019518,NZ_AP014524.1
NC_024354,NZ_CP027107.1
NC_029008,NZ_CP011007.1
NC_002180,CP001713
NC_017674,HG530068
NC_005091,NZ_CP045235.1
NC_013197,NC_006461.1
NC_028745,HG530068
NC_004629,HG530068
NC_023700,HG530068
NC_001271,NZ_CWGL01000001.1
NC_005879,NZ_AP014524.1
NC_028944,NZ_CP011007.1
NC_022982,NC_004556.1
KX344445,NZ_JYBE02000001.1
MH019216,NZ_JYBE02000001.1
NC_022987,NC_004556.1
NC_024330,HG530068
MF358541,NZ_JYBE02000001.1
NC_005891,NZ_AP014524.1
NC_011165,HG530068
NC_011166,HG530068
NC_011167,NZ_CP011007.1
NC_011756,HG530068
NC_031070,NZ_CP011007.1
NC_020872,NC_005042.1
NC_020873,NZ_CP053931.1
NC_031912,NZ_CP008880.1
NC_031911,NZ_CP008880.1
NC_019909,NZ_CWGL01000001.1
NC_031917,NZ_CP023464.1
NC_023581,NZ_CP015121.1
NC_031914,NZ_CP008880.1
NC_019454,NZ_CP034148.1
NC_031919,NZ_CP008880.1
NC_019457,NZ_AP014524.1
NC_019450,HG530068
NC_019451,HG530068
NC_034248,NZ_QLMF01000001.1
NC_024216,NZ_CP011007.1
NC_022771,NZ_CP011007.1
NC_021867,NZ_CP008880.1
MH171093,NZ_JYBE02000001.1
MH171096,NZ_JYBE02000001.1
MH171094,NZ_JYBE02000001.1
NC_031005,NC_006085.1
NC_031006,NZ_CP011007.1
NC_028971,HG530068
NC_031003,NC_006085.1
NC_021788,NZ_CP009976.1
NC_009760,NZ_CP011007.1
NC_027359,NC_006085.1
NC_028931,HG530068
NC_028999,HG530068
NC_028998,NZ_AP018203.1
NC_015284,NC_005042.1
NC_008367,NZ_AP018203.1
NC_015280,NC_005042.1
NC_015283,NC_005042.1
NC_027630,NC_006085.1
NC_018834,NC_006085.1
NC_018836,NZ_JAANOB010000217.1
NC_018832,CP003488
NC_015209,NZ_AP014524.1
NC_018839,NC_006085.1
NC_021557,NZ_SGOE01000001.1
NC_001978,NZ_JAANOB010000217.1
MH825706,NZ_JYBE02000001.1
NC_020078,NZ_CP027107.1
NC_035117,EU557093
NC_004664,NZ_JAANOB010000217.1
MG198780,CP004353
NC_002700,AP014630
NC_027336,NC_006085.1
NC_026602,HG530068
NC_026601,HG530068
NC_001331,HG530068
NC_005345,NZ_CP029197.1
NC_028099,NC_001700
NC_014637,AF193903
NC_005342,NZ_CP045235.1
MF919516,NC_006085.1
NC_023605,NZ_CP042449.1
NC_028904,NZ_CP029197.1
MF919515,NC_006085.1
KP876466,NZ_JYBE02000001.1
KP876465,NZ_JYBE02000001.1
NC_024792,NZ_CP011007.1
NC_024791,NZ_AP014524.1
NC_006936,NZ_CP030105.1
DQ398041,NZ_LN831039.1
MT024868,QLNP01000098
MN284905,NZ_LN831039.1
MN444873,NZ_LN831039.1
MN096366,NZ_LN831039.1
MK977715,CP032788
MN813676,CP014518
MT897901,NZ_LN831039.1
MT889375,QLNP01000098
,NZ_LN831039.1
MT684592,CP019892
MK875795,NZ_CABEIC010000001.1
KX507362,NZ_LN831039.1
MN585984,NZ_LN831039.1
MN062710,NZ_LN831039.1
MK757449,CP019892
,NZ_CABEIC010000001.1
MT024862,CP019892
,CP019892
,NZ_CP022580.1
MK894435,CP019892
JF704092,NZ_LN831039.1
MN369763,NZ_LN831039.1
MK376963,NZ_LT629770
MN234208,NZ_MIGA01000001
MN062713,CP019892
MN234214,QLNP01000098
,QLNP01000098
MT310886,NZ_CP029197.1
MT310885,NZ_CP029197.1
MK801731,CP019892
MN908693,NZ_CABEIC010000001.1
MN586036,NZ_CP022580.1
MN703405,NZ_LN831039.1
MN119379,NZ_LN831039.1
MT310884,NZ_LN831039.1
MN234192,NZ_JYBE02000001.1
MT818427,CP019892
MN369756,NZ_CABEIC010000001.1
MN444877,CP019892
MN234188,NZ_LN831039.1
MK814755,NZ_CABEIC010000001.1
MN234183,NZ_LN831039.1
MN428050,NZ_LN831039.1
MN735429,LC361338
MN224564,NZ_JYBE02000001.1
MN062711,CP019892
MK737943,LC361338
MT771339,NZ_CABEIC010000001.1
MT723942,NZ_CABEIC010000001.1
MT024863,CP019892
MK494114,NZ_LN831039.1
MN585986,NZ_LT629770
MK864266,NZ_CABEIC010000001.1
MK937610,CP019892
MN234166,NZ_FNLM01000034
MT310875,CP019892
MN585977,NZ_LN831039.1
MN234230,NZ_LN831039.1
MN813700,NZ_LN831039.1
MN096382,NZ_LN831039.1
MK494129,NZ_LN831039.1
MN585971,NZ_CP022580.1
MT310853,CP019892
MT889372,CP019892
MT553347,NZ_LN831039.1
MN444871,NZ_CABEIC010000001.1
MT658802,NZ_LN831039.1
MN585990,CP019892
MT723935,NZ_CABEIC010000001.1
MN586006,NZ_LN831039.1
MT818416,NZ_LN831039.1
MN617845,NZ_LN831039.1
 KX550442,NZ_LN831039.1
MT114165,NZ_LN831039.1
,NZ_CP029197.1
MK937603,NZ_CABEIC010000001.1
MK814751,NZ_LN831039.1
MK864265,NZ_CABEIC010000001.1
MK501730,NZ_CABEIC010000001.1
AY129339,NZ_LN831039.1
MT498035,NZ_CABEIC010000001.1
MK460245,NZ_MIGA01000001
MT889390,NZ_LN831039.1
,MT024872.1
MT522006,NZ_CABEIC010000001.1
MN586021,QLNP01000098
MN369744,NZ_LN831039.1
MN586053,LC361338
MT310861,CP019892
MK967390,NZ_CP022580.1
MT521996,NZ_LN831039.1
MH045555,CP019892
MN585978,NZ_LN831039.1
MK878896,NZ_CABEIC010000001.1
,NZ_GG657757
KF841475,NZ_LN831039.1
MK801730,CP019892
MT658804,NZ_LN831039.1
MN369737,CP019892
